Link,Website,Title,Description,Author,Date,Type,Keywords,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-016-0034-9,SpringerOpen,Blockchain application and outlook in the banking industry,"Blockchain technology is a core, underlying technology with promising application prospects in the banking industry. On one hand, the banking industry in China is facing the impact of interest rate liberalization and profit decline caused by the narrowing interest-rate spread. On the other hand, it is also affected by economic transformation, Internet development, and financial innovations. Hence, the banking industry requires urgent transformation and is seeking new growth avenues. As such, blockchains could revolutionize the underlying technology of the payment clearing and credit information systems in banks, thus upgrading and transforming them. Blockchain applications also promote the formation of “multi-center, weakly intermediated” scenarios, which will enhance the efficiency of the banking industry. However, despite the permissionless and self-governing nature of blockchains, the regulation and actual implementation of a decentralized system are problems that remain to be resolved. Therefore, we propose the urgent establishment of a “regulatory sandbox” and the development of industry standards.","Guo, Ye",2016/12,Review,,
https://slejournal.springeropen.com/articles/10.1186/s40561-018-0052-3,SpringerOpen,Standards for smart education – towards a development framework,"Smart learning environments (SLEs) utilize a range of digital technologies in supporting learning, education and training; they also provide a prominent signpost for how future learning environments might be shaped. Thus, while innovation proceeds, SLEs are receiving growing attention from the research community, outputs from which are discussed in this paper. Likewise, this broad application of educational digital technologies is also the remit of standardization in an ISO committee, also discussed in this paper. These two communities share a common interest in, conceptualizing this emerging domain with the aim to identifying direction to further development. In doing so, terminology issues arise along with key questions such as, ‘how is smart learning different from traditional learning?’ Presenting a bigger challenge is the question, ‘how can standardization work be best scoped in today's innovation-rich, networked, cloud-based and data-driven learning environments?’ In responding, this conceptual paper seeks to identify candidate constructs and approaches that might lead to stable, coherent and exhaustive understanding of smart learning environments, thereby providing standards development for learning, education and training a needed direction. Based on reviews of pioneering work within smart learning, smart education and smart learning environments we highlight two models, a cognitive smart learning model and a smartness level model. These models are evaluated against current standardization challenges in the field of learning, education and training to form the basis for a development platform for new standards in this area.","Hoel, Tore",2018/12,Research,,
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-023-00480-0,SpringerOpen,Recommend what to cache: a simple self-supervised graph-based recommendation framework for edge caching networks,"Deep Learning-based edge caching networks can accurately infer what to cache based on a user's historical content requests, thereby significantly relieving the burden of the backbone networks. However, the cold-start problem inherent in deep learning may limit the performance of history-based caching strategies. Due to the mobile and dynamic nature of wireless networks, base stations often lack sufficient data to accurately estimate the user's demands and cache the possible requested data. In this context, we adopt self-supervised learning (SSL) into the caching strategies and propose a Simple Self-supervised Graph-based Recommendation framework for edge caching networks (SimSGR). Specifically, we propose two new network layers: the Mixing layer and the Conversion layer. The former replaces the data augmentation of the SSL paradigm to avoid destroying the semantic loss, while the latter greatly simplifies the loss function, which helps to lighten the model structure and facilitates deployment on edge caching networks. Simulation results show that our model outperforms baseline algorithms that are sensitive to augmentation hyper-parameters, particularly when trained in a cold-start environment.","Sun, Aijing",2023/12,Research,,
https://journalofcloudcomputing.springeropen.com/articles/10.1186/s13677-023-00416-8,SpringerOpen,IoT trust and reputation: a survey and taxonomy,"IoT is one of the fastest-growing technologies and it is estimated that more than a billion devices would be utilised across the globe by the end of 2030. To maximise the capability of these connected entities, trust and reputation among IoT entities is essential. Several trust management models have been proposed in the IoT environment; however, these schemes have not fully addressed the IoT devices’ features, such as device’s role, device type and its dynamic behavior in a smart environment. As a result, traditional trust and reputation models are insufficient to tackle these characteristics and uncertainty risks while connecting nodes to the network. Whilst continuous study has been carried out and various articles suggest promising solutions in constrained environments, research on trust and reputation is still at its infancy. In this paper, we carry out a comprehensive literature review on state-of-the-art research on the trust and reputation of IoT devices and systems. Specifically, we first propose a new structure, namely a new taxonomy, to organise the trust and reputation models based on the ways trust is managed. The proposed taxonomy comprises of traditional trust management-based systems and artificial intelligence-based systems, and combine both the classes which encourage the existing schemes to adapt these emerging concepts. This collaboration between the conventional mathematical and the advanced ML models result in design schemes that are more robust and efficient. Then we drill down to compare and analyse the methods and applications of these systems based on community-accepted performance metrics,e.g. scalability, delay, cooperativeness and efficiency. Finally, built upon the findings of the analysis, we identify and discuss open research issues and challenges, and further speculate and point out future research directions.","Aaqib, Muhammad",2023/12,Review,,
https://link.springer.com/article/10.1007/s40685-020-00136-8,Springer International Publishing,Sustaining the current or pursuing the new: incumbent digital transformation strategies in the financial service industry,"Digital transformation (DT) is a major challenge for traditional companies. Despite the term, DT is relatively new; its substance is not: a whole stream of research has examined the relationship between DT and firm performance with contradictory findings. Most of these studies have chosen a linear correlational approach, however, did not analyze the holistic interplay of DT dimensions, leading to firm performance. This applies especially to the mature financial services industry and the future perspectives of traditional financial service providers (FSP). Hence, it remains an open question for both research and practice what DT configurations have a positive impact on firm performance. Against this background, the aim of this exploratory study is to examine how DT dimensions are systemically connected to firm performance of incumbent FSP. Drawing on a qualitative-empirical research approach with case data from 83 FSP, we identify digital configurations along different levels of firm performance. Our findings suggest an evolution of digital configurations of FSP, leading to five empirical standard types from which only one managed to establish a profound basis of DT.","Dehnert, Maik",2020/11,Original Research,,
https://insightsimaging.springeropen.com/articles/10.1186/s13244-021-00975-x,SpringerOpen,EuSoMII Virtual Annual Meeting 2020 Book of Abstracts,,,2021/03,Meeting abstracts,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-02059-2,SpringerOpen,Duplication elimination in cache-uplink transmission over B5G small cell network,"In this era of the digital world, data play a central role and are continuously challenging spectrum efficiency. With the introduction of enriched multimedia user-generated content, the challenges are even more aggravated. In this vein, uplink caching is considered as one of the promising solutions to effectively cater the user’s demands. One of the main challenges for uplink caching is duplication elimination. In this paper, a cache enabled uplink transmission with a duplication elimination scheme is proposed. The proposed scheme matches the mobile’s data to be uploaded with the cached contents both at mobile station (MS) and small base station (SBS). In contrast to existing techniques, the proposed scheme broadcasts the cached contents at an SBS to all the MSs under its footprint. This provides MS an opportunity to exploit the list of cached contents before uploading its data. A MS only uploads its data if it is not already cached at an SBS. This significantly reduces duplication before the real transmission takes place. Furthermore, the proposed technique reduces energy consumption in addition to improving spectral efficiency and network throughput. Besides, a higher caching hit ratio and lower caching miss ratio are also observed as compared to other schemes. The simulation results reveal that the proposed scheme saves 97% energy for SBS, whereas 96–100% energy is saved for MS on average.","Sufyan, Mubarak Mohammed Al-Ezzi",2021/12,Research,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00456-8,SpringerOpen,Effect of blockchain technology initiatives on firms’ market value,"Despite blockchain’s potential to transform corporations by providing new ways of organizing business processes and handling information, extant research pays inadequate attention to how and under what conditions blockchain technology provides additional financial value for shareholders. Drawing on the efficient market hypothesis and signaling theory, we examined the relationship between firms’ blockchain use, development announcements, and stock market reactions. We used the event study methodology to analyze a sample of blockchain projects initiated by US firms between 2016 and 2019. The sample contains 114 firm-event observations. The findings show that the average abnormal return over a 2 days event period (including the day of the announcement and the day after the announcement) was positive. This positive stock market reaction is even more substantial when firms announce blockchain projects that focus on saving cost or time. Our findings also indicate that blockchain announcements tend to elicit more positive market reactions from smaller firms. We analyzed 249 firm-event observations containing firms from around the world and conclude that blockchain technology has a non-significant long-term impact on operating performance. The contingency approach adopted in our research provides advice for selecting the right mix of blockchain investment initiatives that is most suitable for a given organizational context.","Ali, Haji Suleman",2023/12,Research,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-016-0044-7,SpringerOpen,Analysis and outlook of applications of blockchain technology to equity crowdfunding in China,"Equity crowdfunding via the Internet is a new channel of raising money for startups. It features low barriers to entry, low cost, and high speed, and thus encourages innovation. In recent years, equity crowdfunding in China has experienced some developments. However, some problems remain unsolved in practice. Blockchain is a decentralized and distributed ledger technology to ensure data security, transparency, and integrity. Because it cannot be tampered with or forged, the technology is deemed to have great potential in the finance industry. This study examines current problems in the practice of equity crowdfunding in China. Based on the analysis of the characteristics of blockchain technology, this study further explores its practical applications in equity crowdfunding. 1) Blockchain technology may be a secure, efficient, low-cost solution for the registration of stocks and shares of a firm financed by crowdfunding; 2) Blockchain technology simplifies the transaction and transfer of crowdfunding equities, and thus facilitates their circulation; 3) Blockchain technology enables peer to peer transactions between investors and entrepreneurs, and solves the problems of regulatory compliance and security of fund management; Blockchain technology can be used to develop a voting system for crowdfunders, which enables them to be involved in corporate governance. This helps protect the rights and interests of small investors; 5) Blockchain technology helps regulators know about market conditions, and supports regulatory activities such as managing investors and fighting money laundering.","Zhu, Huasheng",2016/12,Review,,
https://asp-eurasipjournals.springeropen.com/articles/10.1186/s13634-024-01135-1,SpringerOpen,A highly efficient resource slicing and scheduling optimization algorithm for power heterogeneous communication networks based on hypergraph and congruence entropy,"New services, such as distributed photovoltaic regulation and control, pose new service requirements for communication networks in the new power system. These requirements include low latency, high reliability, and large bandwidth. Consequently, power heterogeneous communication networks face the challenge of maintaining quality of service (QoS) while enhancing network resource utilization. Therefore, this paper puts forward a highly efficient optimization algorithm for resource slicing and scheduling in power heterogeneous communication networks. Our first step involves establishing an architectural description model of heterogeneous wireless networks for electric power based on hypergraph. This model characterizes complex dynamic relationships among service requirements, virtual networks, and physical networks. The system congruence entropy characterizes the degree of matching between the service demand and resource supply. Then an optimization problem is formed to maximize the system congruence entropy through dynamic resource allocation. To solve this problem, a joint resource allocation and routing method based on Lagrangian dual decomposition is proposed. These methods provide the optimal solutions of the nodes and link mappings of service function chains. The simulation results demonstrate that the proposed algorithm in this paper can greatly enhance resource utilization and also meet the QoS requirements of various services.","Wang, Wendi",2024/12,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-019-1340-5,SpringerOpen,Research on trust mechanism of cooperation innovation with big data processing based on blockchain,"In recent years, the status of cooperation and innovation has become increasingly important. Research on the behavior of production, education, and research organizations has attracted widespread attention. Blockchain technology is considered as another subversive technology following cloud computing, wireless sensor networks, and big data. It is highly concerned by governments, financial institutions, and technology companies. Blockchain technology is essentially a technical solution that collectively maintains a reliable database through a decentralized, high-trust way. Blockchain WEB technology has not only used in financial and other fields, but also has a great potential for application in the fields of production, education, and research. It has expected to play an important role in the establishment of a trust mechanism in the “Internet +” production, research, and innovation and promote education. Drawing on the experience in blockchain applications in the financial sector, the blockchain in the education sector mainly embodies six application modes: building individual science credit data, creating an intelligent education Taobao platform, developing a degree certificate system, and building a new ecology of open educational resources. Of course, due to the uniqueness and complexity of the trust field in the cooperation innovation of industry, universities, and research institutes, the application of blockchain technology is also faced with difficulties in the application, promotion, and operation of production and research, fuzzy ownership of educational big data, limited data storage space, and potential safety problems of blockchain technology. There are many challenges such as the privacy protection risks of teachers and students.","Liu, Qi",2019/12,Research,,
https://link.springer.com/article/10.1007/s41471-022-00149-5,Springer International Publishing,No Resilience Without Partners: A Case Study on German Small and Medium-Sized Enterprises in the Context of COVID-19,"Much research has been conducted on the effects of COVID-19 on company and supply chain resilience. However, few contributions have focused on small and medium-sized enterprises. These companies are claimed to be the drivers of economic growth but often lack access to resources and alternatives when interruptions occur, making them a bottleneck for supply chains. Using a multiple case study approach, this paper links resilience theory to the design of the relationships between eight German small and medium-sized enterprises and their suppliers and customers. It analyzes the way in which these companies combine contractual and relational investments across their supply chain flows of product, finance, and information in order to improve resilience. Company representatives were interviewed on three occasions between June 2018 and December 2020, that is, before COVID-19 and during the lockdowns. The results of the case study explain why and how companies of this type have been able to anticipate and manage the crisis. The interviews revealed that those companies that made the largest investments in the relational aspects of their partnerships while safeguarding product and financial flows through contracts performed best. In principle, contractual investments are higher in partnerships with suppliers. However, the precise combination of contractual and relational investments depends on the business model, the business philosophy of the CEO, and the allocation of power within the supply chain. These findings indicate that, when collaborating with small businesses, supply chain partners should focus on building relationships in order to create resilience in the supply chain.","Trunk, Anna",2022/12,Original Article,,
https://slejournal.springeropen.com/articles/10.1186/s40561-021-00161-y,SpringerOpen,An artificial intelligence approach to monitor student performance and devise preventive measures,"A major problem an instructor experiences is the systematic monitoring of students’ academic progress in a course. The moment the students, with unsatisfactory academic progress, are identified the instructor can take measures to offer additional support to the struggling students. The fact is that the modern-day educational institutes tend to collect enormous amount of data concerning their students from various sources, however, the institutes are craving novel procedures to utilize the data to magnify their prestige and improve the education quality. This research evaluates the effectiveness of machine learning algorithms to monitor students’ academic progress and informs the instructor about the students at the risk of ending up with unsatisfactory result in a course. In addition, the prediction model is transformed into a clear shape to make it easy for the instructor to prepare the necessary precautionary procedures. We developed a set of prediction models with distinct machine learning algorithms. Decision tree triumph over other models and thus is further transformed into easily explicable format. The final output of the research turns into a set of supportive measures to carefully monitor students’ performance from the very start of the course and a set of preventive measures to offer additional attention to the struggling students.","Khan, Ijaz",2021/12,Research,,
https://journalofbigdata.springeropen.com/articles/10.1186/s40537-020-00318-5,SpringerOpen,Cybersecurity data science: an overview from machine learning perspective,"In a computing context, cybersecurity is undergoing massive shifts in technology and its operations in recent days, and data science is driving the change. Extracting security incident patterns or insights from cybersecurity data and building corresponding data-driven model, is the key to make a security system automated and intelligent. To understand and analyze the actual phenomena with data, various scientific methods, machine learning techniques, processes, and systems are used, which is commonly known as data science. In this paper, we focus and briefly discuss on cybersecurity data science, where the data is being gathered from relevant cybersecurity sources, and the analytics complement the latest data-driven patterns for providing more effective security solutions. The concept of cybersecurity data science allows making the computing process more actionable and intelligent as compared to traditional ones in the domain of cybersecurity. We then discuss and summarize a number of associated research issues and future directions. Furthermore, we provide a machine learning based multi-layered framework for the purpose of cybersecurity modeling. Overall, our goal is not only to discuss cybersecurity data science and relevant methods but also to focus the applicability towards data-driven intelligent decision making for protecting the systems from cyber-attacks.","Sarker, Iqbal H.",2020/12,Survey Paper,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00565-4,SpringerOpen,Time and frequency dynamics between NFT coins and economic uncertainty,"Non-fungible tokens (NFTs) are one-of-a-kind digital assets that are stored on a blockchain. Examples of NFTs include art (e.g., image, video, animation), collectables (e.g., autographs), and objects from games (e.g., weapons and poisons). NFTs provide content creators and artists a way to promote and sell their unique digital material online. NFT coins underpin the ecosystems that support NFTs and are a new and emerging asset class and, as a new and emerging asset class, NFT coins are not immune to economic uncertainty. This research seeks to address the following questions. What is the time and frequency relationship between economic uncertainty and NFT coins? Is the relationship similar across different NFT coins? As an emerging asset, do NFT coins exhibit explosive behavior and if so, what role does economic uncertainty play in their formation? Using a new Twitter-based economic uncertainty index and a related equity market uncertainty index it is found that wavelet coherence between NFT coin prices (ENJ, MANA, THETA, XTZ) and economic uncertainty or market uncertainty is strongest during the periods January 2020 to July 2020 and January 2022 to July 2022. Periods of high significance are centered around the 64-day scale. During periods of high coherence, economic and market uncertainty exhibit an out of phase relationship with NFT coin prices. Network connectedness shows that the highest connectedness occurred during 2020 and 2022 which is consistent with the findings from wavelet analysis. Infectious disease outbreaks (COVID-19), NFT coin price volatility, and Twitter-based economic uncertainty determine bubbles in NFT coin prices.","Sadorsky, Perry",2024/12,Research,,
https://jshippingandtrade.springeropen.com/articles/10.1186/s41072-022-00129-2,SpringerOpen,The digitalisation in chartering business: special reference to the role of e-bill of lading in the bulk and liner markets,"Previous research offering a comprehensive overview of digitalisation in maritime transport is limited. In this paper, the authors use several cases to examine digitalisation’s role in the chartering business. The applications of innovative digitalisation to enhance efficiency in the shipping business are presented analytically. Special emphasis is given to the role of the e-bill of lading in the bulk and liner markets. The advantages, disadvantages and legal barriers of the e-bill of lading are examined thoroughly for both markets (bulk and liner markets). The research follows a qualitative case study approach. It shows that although digital technologies offer important advantages in the chartering business, many legal barriers still need to be overcome. The findings fill the gap in the literature and assist maritime professionals and shipping companies in understanding the necessity of digitalisation in chartering business.","Plomaritou, Evi",2022/12,Original Article,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-022-02117-3,SpringerOpen,The analysis of financial market risk based on machine learning and particle swarm optimization algorithm,"The financial industry is a key to promoting the development of the national economy, and the risk it takes is also the largest hidden risk in the financial market. Therefore, the risk existing in the current financial market should be deeply explored under blockchain technology (BT) to ensure the functions of financial markets. The risk of financial markets is analyzed using machine learning (ML) and random forest (RF). First, the clustering method is introduced, and an example is given to illustrate the RF classification model. The collected data sets are divided into test sets and training sets, the corresponding rules are formulated and generated, and the branches of the decision tree (DT) are constructed according to the optimization principle. Finally, the steps of constructing the branches of DT are repeated until they are not continued. The results show that the three major industries of the regional economy account for 3.5%, 51.8%, 3.2%, 3.4%, and 3.8% of the regional GDP, respectively, the secondary industry makes up 44.5%, 43%, 45.1%, 44.8%, and 43.6%, respectively, and the tertiary industry occupies 20%, 3.7%, 52.3%, 52.9%, 54%, and 54.6%, respectively. This shows that with the development of the industrial structure under BT, the economic subject gradually shifts from the primary industry to the tertiary industry; BT can improve the efficiency of the financial industry and reduce operating costs and dependence on media. Meanwhile, the financial features of BT can provide a good platform for business expansion. The application of BT to the supply chain gives a theoretical reference for promoting the synergy between companies.","Liu, Tao",2022/12,Research,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-023-00543-w,SpringerOpen,A fuzzy BWM and MARCOS integrated framework with Heronian function for evaluating cryptocurrency exchanges: a case study of Türkiye,"Crypto assets have become increasingly popular in recent years due to their many advantages, such as low transaction costs and investment opportunities. The performance of crypto exchanges is an essential factor in developing crypto assets. Therefore, it is necessary to take adequate measures regarding the reliability, speed, user-friendliness, regulation, and supervision of crypto exchanges. However, each measure to be taken creates extra costs for businesses. Studies are needed to determine the factors that most affect the performance of crypto exchanges. This study develops an integrated framework, i.e., fuzzy best–worst method with the Heronian function—the fuzzy measurement of alternatives and ranking according to compromise solution with the Heronian function (FBWM’H–FMARCOS’H), to evaluate cryptocurrency exchanges. In this framework, the fuzzy best–worst method (FBWM) is used to decide the criteria’s importance, fuzzy measurement of alternatives and ranking according to compromise solution (FMARCOS) is used to prioritize the alternatives, and the Heronian function is used to aggregate the results. Integrating a modified FBWM and FMARCOS with Heronian functions is particularly appealing for group decision-making under vagueness. Through case studies, some well-known cryptocurrency exchanges operating in Türkiye are assessed based on seven critical factors in the cryptocurrency exchange evaluation process. The main contribution of this study is generating new priority strategies to increase the performance of crypto exchanges with a novel decision-making methodology. “Perception of security,” “reputation,” and “commission rate” are found as the foremost factors in choosing an appropriate cryptocurrency exchange for investment. Further, the best score is achieved by Coinbase, followed by Binance. The solidity and flexibility of the methodology are also supported by sensitivity and comparative analyses. The findings may pave the way for investors to take appropriate actions without incurring high costs.","Ecer, Fatih",2024/12,Case Study,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-020-01819-w,SpringerOpen,RETRACTED ARTICLE: Research on personal credit evaluation of internet finance based on blockchain and decision tree algorithm,"With the development of Internet finance, existing financial platforms have gradually formed a large-scale, dynamic operating environment. How to ensure information security and realize personal credit evaluation is an urgent problem to be solved in the development of Internet financial platforms. The rise of blockchain technology has provided new solutions for the management of Internet financial platforms and information security. In view of the shortcomings of the current Internet financial credit evaluation, this article discusses the key standards of personal credit evaluation. With the help of blockchain, decision tree, and other technologies, this paper designs the credit evaluation process and establishes personal credit evaluation technology. Experiments and analyses show that this technology can effectively improve the transparency of personal credit information in Internet finance. This technology is used to study credit risk assessment factors and provide new solutions for the intelligent transformation and upgrading of Internet finance.","Zhao, Yuhao",2020/12,Research,,
https://energyinformatics.springeropen.com/articles/10.1186/s42162-021-00183-3,SpringerOpen,Asset logging in the energy sector: a scalable blockchain-based data platform,"Due to a steeply growing number of energy assets, the increasingly decentralized and segmented energy sector fuels the potential for new digital use cases. In this paper, we focus our attention on the application field of asset logging, which addresses the collection, documentation, and usage of relevant asset data for direct or later verification. We identified a number of promising use cases that so far have not been implemented; supposedly due to the lack of a suitable technical infrastructure. Besides the high degree of complexity associated with various stakeholders and the diversity of assets involved, the main challenge we found in asset logging use cases is to guarantee the tamper-resistance and integrity of the stored data while meeting scalability, addressing cost requirements, and protecting sensitive data. Against this backdrop, we present a blockchain-based platform and argue that it can meet all identified requirements. Our proposed technical solution hierarchically aggregates data in Merkle trees and leverages Merkle proofs for the efficient and privacy-preserving verification of data integrity, thereby ensuring scalability even for highly frequent data logging. By connecting all stakeholders and assets involved on the platform through bilateral and authenticated communication channels and adding a blockchain as a shared foundation of trust, we implement a wide range of asset logging use cases and provide the basis for leveraging platform effects in future use cases that build on verifiable data. Along with the technical aspects of our solution, we discuss the challenges of its practical implementation in the energy sector and the next steps for testing in a regulatory sandbox approach.","Djamali, Alexander",2021/09,Research,,
https://cybersecurity.springeropen.com/articles/10.1186/s42400-021-00105-6,SpringerOpen,"Threats, attacks and defenses to federated learning: issues, taxonomy and perspectives","Empirical attacks on Federated Learning (FL) systems indicate that FL is fraught with numerous attack surfaces throughout the FL execution. These attacks can not only cause models to fail in specific tasks, but also infer private information. While previous surveys have identified the risks, listed the attack methods available in the literature or provided a basic taxonomy to classify them, they mainly focused on the risks in the training phase of FL. In this work, we survey the threats, attacks and defenses to FL throughout the whole process of FL in three phases, including Data and Behavior Auditing Phase, Training Phase and Predicting Phase. We further provide a comprehensive analysis of these threats, attacks and defenses, and summarize their issues and taxonomy. Our work considers security and privacy of FL based on the viewpoint of the execution process of FL. We highlight that establishing a trusted FL requires adequate measures to mitigate security and privacy threats at each phase. Finally, we discuss the limitations of current attacks and defense approaches and provide an outlook on promising future research directions in FL.","Liu, Pengrui",2022/12,Survey,,
https://appliednetsci.springeropen.com/articles/10.1007/s41109-019-0249-6,SpringerOpen,Quantitative analysis of cryptocurrencies transaction graph,"Cryptocurrencies as a new way of transferring assets and securing financial transactions have gained popularity in recent years. Transactions in cryptocurrencies are publicly available, hence, statistical studies on different aspects of these currencies are possible. However, previous statistical analysis on cryptocurrencies transactions have been very limited and mostly devoted to Bitcoin, with no comprehensive comparison between these currencies. In this study, we intend to compare the transaction graph of Bitcoin, Ethereum, Litecoin, Dash, and Z-Cash, with respect to the dynamics of their transaction graphs over time, and discuss their properties. In particular, we observed that the growth rate of the nodes and edges of the transaction graphs, and the density of these graphs, are closely related to the price of these currencies. We also found that the transaction graph of these currencies is non-assortative, i.e. addresses do not tend for transact with a particular type of addresses of higher or lower degree, and the degree sequence of their transaction graph follows the power law distribution.","Motamed, Amir Pasha",2019/12,Research,,
https://jfin-swufe.springeropen.com/articles/10.1186/s40854-022-00436-4,SpringerOpen,Governance of artificial intelligence applications in a business audit via a fusion fuzzy multiple rule-based decision-making model,"A broad range of companies around the world has welcomed artificial intelligence (AI) technology in daily practices because it provides decision-makers with comprehensive and intuitive messages about their operations and assists them in formulating appropriate strategies without any hysteresis. This research identifies the essential components of AI applications under an internal audit framework and provides an appropriate direction of strategies, which relate to setting up a priority on alternatives with multiple dimensions/criteria involvement that need to further consider the interconnected and intertwined relationships among them so as to reach a suitable judgment. To obtain this goal and inspired by a model ensemble, we introduce an innovative fuzzy multiple rule-based decision making framework that integrates soft computing, fuzzy set theory, and a multi-attribute decision making algorithm. The results display that the order of priority in improvement—(A) AI application strategy, (B) AI governance, (D) the human factor, and (C) data infrastructure and data quality—is based on the magnitude of their impact. This dynamically enhances the implementation of an AI-driven internal audit framework as well as responds to the strong rise of the big data environment.","Hu, Kuang-Hua",2023/12,Research,,
https://journalofbigdata.springeropen.com/articles/10.1186/s40537-020-00405-7,SpringerOpen,Designing a Permissioned Blockchain Network for the Halal Industry using Hyperledger Fabric with multiple channels and the raft consensus mechanism,"Halal Supply Chain Management requires an assurance that the entire process of procurement, distribution, handling, and processing materials, spare parts, livestock, work-in-process, or finished inventory to be well documented and performed fit to the Halal and Toyyib. Blockchain technology is one alternative solution that can improve Halal Supply Chain as it can integrate technology for information exchange during the tracking and tracing process in operating and monitoring performance. This technology could improve trust, transparency, and information disclosure between supply chain participants since it could act as a distributed ledger and entitle all transactions to be completely open, yet confidential, immutable, and secured. This study uses a Blockchain Network with three channels and uses raft consensus algorithm in designing web interfaces and testing their capabilities. From the web interface, there were no failures in the validity test during the invoke test and the query test. In addition, the web interface was also successfully tested to thwart the formation of a block in case of data input errors from the user. The server can also do the process as a provider of information and validator for the web interface. From the results of simulations conducted on the Blockchain Network that was made, Blockchain’s transaction speed is fast and all the transaction is successfully transferred to other peers. Thus, Permissioned Blockchain is useful for Halal Supply Chain not just because it can secure transactions from some of the halal issues, but the transaction speed and rate to transfer data are very effective.","Surjandari, Isti",2021/12,Research,,
https://link.springer.com/article/10.1007/s40565-018-0473-6,Springer Singapore,"Survey on synchrophasor data quality and cybersecurity challenges, and evaluation of their interdependencies","Synchrophasor devices guarantee situation awareness for real-time monitoring and operational visibility of smart grid. With their widespread implementation, significant challenges have emerged, especially in communication, data quality and cybersecurity. The existing literature treats these challenges as separate problems, when in reality, they have a complex interplay. This paper conducts a comprehensive review of quality and cybersecurity challenges for synchrophasors, and identifies the interdependencies between them. It also summarizes different methods used to evaluate the dependency and surveys how quality checking methods can be used to detect potential cyberattacks. This paper serves as a starting point for researchers entering the fields of synchrophasor data analytics and security.","SUNDARARAJAN, Aditya",2019/05,Article,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-02037-8,SpringerOpen,A blockchain-based privacy-preserving 5G network slicing service level agreement audit scheme,"Network slicing, as a key technique of 5G, provides a way that network operators can segment multiple virtual logic on the same physical network and each customer can order specific slicing which can meet his requirement of 5G service. The service level agreement of network slicing (NS-SLA) of 5G, as a business agreement signed between the network operators and the customers, specifies the relevant requirements for the 5G services provided by the network operators. However, the authenticity of auditing results may not be guaranteed and the customer’s data may be leaked in the existing NS-SLA audit scheme. In this paper, a blockchain-based 5G network slicing NS-SLA audit model is proposed to address the above problems. The blockchain is applied as a public platform and all the dual monitored service parameters will be stored on the blockchain to ensure the authenticity of data. A trapdoor order-revealing encryption algorithm is introduced to audit strategy, which can encrypt the monitored parameters, realize the comparison over ciphertexts and prevent the privacy of data from leaking. Besides, an NS-SLA audit smart contract is designed to implement the audit task and execute corresponding punishment strategies automatically. We make experiments to exam the cost of the blockchain-based system and the results found clear support for the feasibility of the proposed model.","Xiao, Ke",2021/12,Research,,
https://energyinformatics.springeropen.com/articles/10.1186/s42162-018-0040-4,SpringerOpen,Design and implementation of a blockchain multi-energy system,"The growing adoption of photovoltaic panels on roof-tops increases the pressure on grid operators for offsetting surplus or deficiency in generation. A multi-carrier energy system allows energy to be converted and stored using different energy carriers, thus relieving the stress from grid operators. However, these systems require efficient operation to unfold their full potential.This paper proposes a novel blockchain-enabled process to coordinate, allocate, and settle intra-day energy transactions in a district multi-carrier energy system with electricity and heating sub-networks. An incentive mechanism is designed for an optimal allocation of local green energy generation. The mechanism is implemented for the Ethereum blockchain and operates fully on-chain. The design leaves energy producers the freedom to choose their preferred pricing strategy for profit maximization while restricting them to behavior favoring the common good. We test three pricing strategies, with different levels of knowledge on users’ pricing behaviors, that energy producers may adopt. The price-availability-based allocation system guarantees consumers the lowest possible cost.","Yu, Qianchen",2018/10,Research,,
https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-019-1518-x,SpringerOpen,An evaluation of reputation with regard to the opportunistic forwarding of messages in VANETs,"A mechanism for trust management is required in vehicular ad hoc networks (VANETs) to record the behavior of the vehicles. However, it is a complex matter to follow the historical behavior of the vehicles, since their identities are protected by pseudonyms, which are constantly changing to prevent tracking. In our proposal based on a centralized reputation system, being a vehicle well behaved in the opportunistic forwarding of messages comprises two components: reputation for messages creation and for messages forwarding. The vehicles can forward messages at a given time, and the types of messages that are sent in each transaction may require a vehicle reputation score. In this case, the decision of a vehicle to accept a message is based on the reputation of the sender vehicle that created or forwarded the message. We describe the reputation system through the first three levels of a functional ontology and finite state machines. We evaluate the system by means of simulations in an urban scenario to obtain the reputations of forwarding and generation of messages, varying the number of misbehaving vehicles. It was found that a centralized reputation scheme reflects the behavior of the vehicles insofar as feedback is delivered to the reputation server.","Santos J., Luz M.",2019/12,Research,,
